Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/integral/0/3.14159,1238,0,14000.0,13968.881050929762,2872.989266,19891.972621,90.0,6.895389365440071,0.0,14000,15000,15000,16000,17000,17000,18000,19000,20000,20000,20000
,Aggregated,1238,0,14000.0,13968.881050929762,2872.989266,19891.972621,90.0,6.895389365440071,0.0,14000,15000,15000,16000,17000,17000,18000,19000,20000,20000,20000
