Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/integral/0/3.14159,1193,0,12000.0,14379.932873136662,738.3611790000018,55700.351428999995,90.0,6.646940898547318,0.0,12000,17000,20000,21000,24000,37000,45000,49000,55000,56000,56000
,Aggregated,1193,0,12000.0,14379.932873136662,738.3611790000018,55700.351428999995,90.0,6.646940898547318,0.0,12000,17000,20000,21000,24000,37000,45000,49000,55000,56000,56000
