Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1669139896,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669139897,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669139898,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669139899,100,,Aggregated,0.000000,0.000000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,3000,2,0,2947.122238,2957.0938705,2947.122238,2967.065503,90.0
1669139900,100,,Aggregated,0.000000,0.000000,3000,3000,4000,4000,4000,4000,4000,4000,4000,4000,4000,4,0,3000.0,3226.8637922499997,2947.122238,3955.35544,90.0
1669139901,100,,Aggregated,0.000000,0.000000,4000,4100,4200,4500,4700,4700,4700,4700,4700,4700,4700,9,0,4000.0,3831.5845251111114,2947.122238,4673.4035220000005,90.0
1669139902,100,,Aggregated,0.000000,0.000000,4200,4700,5000,5100,5300,5700,5700,5700,5700,5700,5700,13,0,4200.0,4274.972400461539,2947.122238,5693.588995,90.0
1669139903,100,,Aggregated,0.750000,0.000000,5000,5300,6000,6100,6500,6500,6500,6500,6500,6500,6500,18,0,4700.0,4837.282380444445,2947.122238,6522.814525999999,90.0
1669139904,100,,Aggregated,2.166667,0.000000,6000,6500,7100,7100,7700,7700,7900,7900,7900,7900,7900,27,0,6000.0,5701.045387925928,2947.122238,7887.747185,90.0
1669139905,100,,Aggregated,2.166667,0.000000,6100,7100,7100,7700,7900,8200,8700,8700,8700,8700,8700,29,0,6100.0,5888.135755655174,2947.122238,8665.894697,90.0
1669139906,100,,Aggregated,3.125000,0.000000,7100,7700,8700,9100,9500,9800,9900,9900,9900,9900,9900,38,0,7100.0,6726.8455516052645,2947.122238,9886.930452999999,90.0
1669139907,100,,Aggregated,3.222222,0.000000,7700,9300,9800,10000,11000,11000,11000,11000,11000,11000,11000,48,0,7700.0,7522.870440604168,2947.122238,10905.045102999999,90.0
1669139908,100,,Aggregated,3.600000,0.000000,7900,9500,10000,11000,11000,12000,12000,12000,12000,12000,12000,53,0,7900.0,7911.275131509434,2947.122238,11882.061343,90.0
1669139909,100,,Aggregated,4.500000,0.000000,9000,10000,11000,11000,12000,13000,13000,13000,13000,13000,13000,59,0,9000.0,8379.081160576272,2947.122238,12824.865243,90.0
1669139910,100,,Aggregated,4.500000,0.000000,9400,11000,12000,12000,13000,13000,14000,14000,14000,14000,14000,67,0,9400.0,8967.635902014925,2947.122238,13687.544652,90.0
1669139911,100,,Aggregated,5.800000,0.000000,9900,11000,12000,13000,14000,14000,15000,15000,15000,15000,15000,74,0,9800.0,9488.71185897297,2947.122238,14851.722113,90.0
1669139912,100,,Aggregated,6.400000,0.000000,10000,12000,13000,13000,15000,15000,16000,16000,16000,16000,16000,79,0,10000.0,9867.014744101263,2947.122238,15786.796128999998,90.0
1669139913,100,,Aggregated,6.400000,0.000000,11000,13000,14000,14000,16000,16000,17000,17000,17000,17000,17000,87,0,11000.0,10473.815587471261,2947.122238,16911.504564,90.0
1669139914,100,,Aggregated,6.500000,0.000000,11000,13000,14000,15000,17000,18000,18000,18000,18000,18000,18000,98,0,11000.0,11101.416573948978,2947.122238,17963.600796000002,90.0
1669139915,100,,Aggregated,6.800000,0.000000,12000,14000,15000,16000,17000,18000,19000,19000,19000,19000,19000,105,0,12000.0,11493.2556804,2947.122238,18851.596326,90.0
1669139916,100,,Aggregated,7.100000,0.000000,12000,14000,15000,16000,17000,18000,19000,19000,20000,20000,20000,111,0,12000.0,11624.981078027027,2947.122238,19515.132687,90.0
1669139917,100,,Aggregated,7.400000,0.000000,13000,14000,15000,16000,17000,18000,19000,20000,20000,20000,20000,121,0,13000.0,11928.025861743801,2947.122238,20481.180785,90.0
1669139918,100,,Aggregated,7.300000,0.000000,13000,14000,15000,16000,17000,18000,19000,20000,20000,20000,20000,123,0,13000.0,11996.90276912195,2947.122238,20481.180785,90.0
1669139919,100,,Aggregated,7.400000,0.000000,13000,14000,15000,16000,17000,18000,19000,20000,20000,20000,20000,128,0,13000.0,12085.656245609374,2947.122238,20481.180785,90.0
1669139920,100,,Aggregated,7.200000,0.000000,13000,14000,15000,16000,17000,18000,19000,20000,20000,20000,20000,136,0,13000.0,12210.074144845586,2947.122238,20481.180785,90.0
1669139921,100,,Aggregated,6.800000,0.000000,13000,14000,15000,16000,17000,18000,19000,20000,20000,20000,20000,143,0,13000.0,12338.885943867133,2947.122238,20481.180785,90.0
1669139922,100,,Aggregated,6.800000,0.000000,13000,14000,15000,16000,17000,18000,19000,20000,20000,20000,20000,148,0,13000.0,12380.537470668918,2947.122238,20481.180785,90.0
1669139923,100,,Aggregated,6.800000,0.000000,13000,14000,15000,16000,17000,18000,19000,20000,20000,20000,20000,155,0,13000.0,12502.767890812902,2947.122238,20481.180785,90.0
1669139924,100,,Aggregated,6.700000,0.000000,14000,15000,15000,16000,17000,18000,19000,20000,20000,20000,20000,160,0,13000.0,12600.39729535,2947.122238,20481.180785,90.0
1669139925,100,,Aggregated,6.500000,0.000000,14000,15000,15000,16000,17000,18000,19000,20000,20000,20000,20000,172,0,14000.0,12739.001287906975,2947.122238,20481.180785,90.0
1669139926,100,,Aggregated,6.300000,0.000000,14000,15000,15000,16000,17000,18000,19000,20000,20000,20000,20000,178,0,14000.0,12781.243809674152,2947.122238,20481.180785,90.0
1669139927,100,,Aggregated,6.500000,0.000000,14000,15000,15000,16000,17000,18000,19000,20000,20000,20000,20000,183,0,14000.0,12834.253989087429,2947.122238,20481.180785,90.0
1669139928,100,,Aggregated,6.800000,0.000000,14000,15000,15000,16000,17000,18000,19000,20000,20000,20000,20000,192,0,14000.0,12916.227089078122,2947.122238,20481.180785,90.0
1669139929,100,,Aggregated,6.200000,0.000000,14000,15000,15000,16000,17000,18000,19000,19000,20000,20000,20000,201,0,14000.0,12997.269199104478,2947.122238,20481.180785,90.0
1669139930,100,,Aggregated,6.400000,0.000000,14000,15000,15000,16000,17000,18000,19000,19000,20000,20000,20000,208,0,14000.0,13035.73805963942,2947.122238,20481.180785,90.0
1669139931,100,,Aggregated,6.400000,0.000000,14000,15000,15000,16000,17000,18000,19000,19000,20000,20000,20000,215,0,14000.0,13056.548500046512,2947.122238,20481.180785,90.0
1669139932,100,,Aggregated,7.200000,0.000000,14000,15000,15000,16000,17000,18000,19000,19000,20000,20000,20000,223,0,14000.0,13119.31849763677,2947.122238,20481.180785,90.0
1669139933,100,,Aggregated,7.400000,0.000000,14000,15000,16000,16000,17000,18000,19000,19000,20000,20000,20000,229,0,14000.0,13171.022548576417,2947.122238,20481.180785,90.0
1669139934,100,,Aggregated,7.400000,0.000000,14000,15000,16000,16000,17000,18000,19000,19000,20000,20000,20000,234,0,14000.0,13200.197440499996,2947.122238,20481.180785,90.0
1669139935,100,,Aggregated,7.600000,0.000000,14000,15000,15000,16000,17000,18000,19000,19000,20000,20000,20000,240,0,14000.0,13213.29087382083,2947.122238,20481.180785,90.0
1669139936,100,,Aggregated,7.400000,0.000000,14000,15000,15000,16000,17000,18000,19000,19000,20000,20000,20000,246,0,14000.0,13246.571994418697,2947.122238,20481.180785,90.0
1669139937,100,,Aggregated,7.000000,0.000000,14000,15000,15000,16000,17000,18000,18000,19000,20000,20000,20000,254,0,14000.0,13255.006828870077,2947.122238,20481.180785,90.0
1669139938,100,,Aggregated,6.500000,0.000000,14000,15000,15000,16000,17000,17000,18000,19000,20000,20000,20000,264,0,14000.0,13285.063459412877,2947.122238,20481.180785,90.0
1669139939,100,,Aggregated,7.200000,0.000000,14000,15000,15000,16000,17000,17000,18000,19000,20000,20000,20000,269,0,14000.0,13311.355072312264,2947.122238,20481.180785,90.0
1669139940,100,,Aggregated,7.400000,0.000000,14000,15000,15000,16000,17000,17000,18000,19000,20000,20000,20000,276,0,14000.0,13304.553966326084,2947.122238,20481.180785,90.0
1669139941,100,,Aggregated,6.900000,0.000000,14000,15000,15000,16000,17000,17000,18000,19000,20000,20000,20000,280,0,14000.0,13323.350170796426,2947.122238,20481.180785,90.0
1669139942,100,,Aggregated,6.700000,0.000000,14000,15000,15000,16000,17000,17000,18000,19000,20000,20000,20000,288,0,14000.0,13361.09884240972,2947.122238,20481.180785,90.0
1669139943,100,,Aggregated,6.300000,0.000000,14000,15000,15000,16000,17000,17000,18000,19000,20000,20000,20000,297,0,14000.0,13407.562477690231,2947.122238,20481.180785,90.0
1669139944,100,,Aggregated,6.300000,0.000000,14000,15000,15000,16000,17000,17000,18000,19000,20000,20000,20000,304,0,14000.0,13410.466510763154,2947.122238,20481.180785,90.0
