Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/api/integral/0/3.14159,3161,0,9600.0,11121.885190133506,748.7789319999933,100216.348839,90.0,8.791946445072096,0.0,9600,15000,16000,16000,21000,23000,43000,72000,97000,100000,100000
,Aggregated,3161,0,9600.0,11121.885190133506,748.7789319999933,100216.348839,90.0,8.791946445072096,0.0,9600,15000,16000,16000,21000,23000,43000,72000,97000,100000,100000
