Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1669151337,0,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669151339,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669151340,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669151341,100,,Aggregated,0.000000,0.000000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0.0,0,0,0
1669151342,100,,Aggregated,0.000000,0.000000,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,4300,1,0,4253.002964,4253.002964,4253.002964,4253.002964,90.0
1669151343,100,,Aggregated,0.000000,0.000000,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,4600,2,0,4300.0,4422.2305285,4253.002964,4591.458093,90.0
1669151344,100,,Aggregated,0.000000,0.000000,4600,4600,6100,6100,6100,6100,6100,6100,6100,6100,6100,3,0,4600.0,4986.908640333334,4253.002964,6116.264864,90.0
1669151345,100,,Aggregated,0.333333,0.000000,6100,6700,6700,7300,7300,7300,7300,7300,7300,7300,7300,5,0,6100.0,5803.9184628,4253.002964,7328.346409,90.0
1669151346,100,,Aggregated,0.428571,0.000000,6700,6700,7300,7300,8300,8300,8300,8300,8300,8300,8300,6,0,6100.0,6219.048655333333,4253.002964,8294.699617999999,90.0
1669151347,100,,Aggregated,0.428571,0.000000,6700,6700,7300,7300,8300,8300,8300,8300,8300,8300,8300,6,0,6100.0,6219.048655333333,4253.002964,8294.699617999999,90.0
1669151348,100,,Aggregated,0.555556,0.000000,7300,8300,9400,9400,10000,10000,10000,10000,10000,10000,10000,8,0,6700.0,7110.379853625,4253.002964,10145.836668,90.0
1669151349,100,,Aggregated,0.555556,0.000000,7300,8300,9400,10000,11000,11000,11000,11000,11000,11000,11000,9,0,7300.0,7509.345709333332,4253.002964,10701.072554999999,90.0
1669151350,100,,Aggregated,0.600000,0.000000,8300,9400,10000,11000,12000,12000,12000,12000,12000,12000,12000,10,0,7300.0,7932.278447499999,4253.002964,11738.673091,90.0
1669151351,100,,Aggregated,0.700000,0.000000,9400,10000,12000,12000,12000,13000,13000,13000,13000,13000,13000,12,0,8300.0,8720.105777666666,4253.002964,12848.175623,90.0
1669151352,100,,Aggregated,1.000000,0.000000,9400,11000,12000,12000,13000,14000,14000,14000,14000,14000,14000,13,0,9400.0,9156.678889615385,4253.002964,14395.556233000001,90.0
1669151353,100,,Aggregated,1.000000,0.000000,10000,12000,12000,13000,14000,15000,15000,15000,15000,15000,15000,14,0,9400.0,9582.94825242857,4253.002964,15124.449969000001,90.0
1669151354,100,,Aggregated,1.200000,0.000000,10000,12000,13000,14000,15000,15000,15000,15000,15000,15000,15000,15,0,10000.0,9971.511499533333,4253.002964,15411.396959,90.0
