Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/integral/0/3.14159,497,0,66000.0,64344.93523581496,24943.767855000002,88654.24594,90.0,1.3857451789111603,0.0,66000,69000,71000,72000,75000,78000,84000,86000,89000,89000,89000
,Aggregated,497,0,66000.0,64344.93523581496,24943.767855000002,88654.24594,90.0,1.3857451789111603,0.0,66000,69000,71000,72000,75000,78000,84000,86000,89000,89000,89000
